Age,BusinessTravel,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,YearsAtCompany,EmployeeCount,Over18,StandardHours,EmployeeNumber,StockOptionLevel,Attrition
29,Travel_Rarely,Research & Development,1,3,3,Male,1,Research Scientist,3,Single,2058,0,No,6,1,Y,80,300,0,Yes
45,Non-Travel,Sales,6,3,4,Female,3,Sales Executive,4,Single,8865,6,No,19,1,Y,80,302,0,No
54,Travel_Rarely,Sales,3,3,4,Female,2,Sales Executive,1,Married,5940,2,No,6,1,Y,80,303,1,No
36,Travel_Rarely,Research & Development,5,2,4,Male,2,Laboratory Technician,2,Single,5914,8,No,13,1,Y,80,304,0,No
33,Travel_Rarely,Research & Development,4,4,3,Female,1,Research Scientist,2,Married,2622,6,No,3,1,Y,80,305,0,No
37,Travel_Frequently,Research & Development,11,3,2,Male,3,Research Director,4,Divorced,12185,1,Yes,10,1,Y,80,306,3,No
38,Travel_Rarely,Sales,3,3,1,Male,3,Sales Executive,3,Divorced,10609,0,No,16,1,Y,80,307,2,No
31,Non-Travel,Research & Development,1,4,3,Male,2,Manufacturing Director,3,Married,4345,0,No,5,1,Y,80,308,1,No
59,Travel_Rarely,Research & Development,3,3,3,Male,1,Research Scientist,4,Married,2177,3,No,1,1,Y,80,309,1,No
37,Travel_Frequently,Sales,4,4,1,Male,1,Sales Representative,4,Divorced,2793,4,No,9,1,Y,80,311,1,No
29,Travel_Frequently,Sales,1,1,2,Female,3,Sales Executive,4,Married,7918,1,No,11,1,Y,80,312,1,No
35,Travel_Frequently,Sales,1,3,3,Female,3,Sales Executive,3,Single,8789,1,No,10,1,Y,80,314,0,No
29,Travel_Rarely,Research & Development,18,1,3,Male,1,Research Scientist,4,Single,2389,1,Yes,4,1,Y,80,315,0,Yes
52,Travel_Rarely,Research & Development,2,3,3,Female,1,Laboratory Technician,4,Single,3212,7,No,2,1,Y,80,316,0,No
42,Travel_Rarely,Research & Development,4,2,3,Male,5,Manager,4,Married,19232,1,No,22,1,Y,80,319,0,No
59,Travel_Rarely,Human Resources,6,2,2,Male,1,Human Resources,3,Married,2267,8,No,2,1,Y,80,321,0,No
50,Travel_Rarely,Sales,1,4,4,Female,5,Manager,4,Divorced,19517,3,No,7,1,Y,80,323,1,No
33,Travel_Rarely,Research & Development,14,3,3,Male,1,Laboratory Technician,4,Married,2436,5,Yes,5,1,Y,80,325,1,Yes
43,Travel_Rarely,Sales,16,3,4,Female,4,Manager,4,Married,16064,5,Yes,17,1,Y,80,327,1,No
33,Travel_Rarely,Research & Development,2,2,1,Female,1,Laboratory Technician,1,Married,2707,7,No,9,1,Y,80,328,0,Yes
52,Non-Travel,Sales,2,4,1,Male,5,Manager,3,Single,19068,1,Yes,33,1,Y,80,329,0,No
32,Travel_Rarely,Sales,4,2,3,Female,1,Sales Representative,2,Married,3931,2,No,4,1,Y,80,330,1,No
32,Travel_Rarely,Research & Development,1,3,4,Male,1,Laboratory Technician,3,Single,3730,0,Yes,3,1,Y,80,331,0,Yes
39,Travel_Rarely,Research & Development,1,4,3,Female,1,Laboratory Technician,3,Divorced,2232,7,No,3,1,Y,80,332,3,No
32,Non-Travel,Sales,26,4,3,Male,2,Sales Executive,4,Married,4465,0,No,3,1,Y,80,333,0,No
41,Travel_Rarely,Research & Development,19,2,3,Male,2,Research Scientist,1,Divorced,3072,2,No,1,1,Y,80,334,2,No
40,Travel_Rarely,Research & Development,24,2,1,Male,2,Research Scientist,4,Divorced,3319,1,No,9,1,Y,80,335,2,No
45,Travel_Rarely,Research & Development,1,3,3,Male,5,Manager,4,Married,19202,0,No,24,1,Y,80,336,1,No
31,Travel_Frequently,Research & Development,3,4,2,Male,3,Research Director,3,Divorced,13675,9,No,2,1,Y,80,337,1,No
33,Travel_Rarely,Research & Development,5,4,3,Female,1,Research Scientist,4,Married,2911,1,No,2,1,Y,80,338,1,No
34,Travel_Rarely,Research & Development,2,4,4,Male,2,Manufacturing Director,1,Married,5957,6,No,11,1,Y,80,339,1,No
37,Travel_Rarely,Research & Development,1,2,3,Female,1,Research Scientist,1,Married,3920,2,No,3,1,Y,80,340,1,No
45,Travel_Frequently,Research & Development,7,4,1,Male,2,Manufacturing Director,3,Married,6434,4,No,3,1,Y,80,341,1,No
37,Travel_Frequently,Research & Development,10,3,1,Male,3,Manufacturing Director,3,Divorced,10048,6,No,1,1,Y,80,342,2,Yes
39,Travel_Frequently,Research & Development,2,4,3,Female,3,Healthcare Representative,3,Single,10938,0,No,19,1,Y,80,343,0,No
29,Travel_Rarely,Research & Development,15,3,3,Male,1,Research Scientist,4,Single,2340,1,No,6,1,Y,80,346,0,No
42,Travel_Rarely,Research & Development,17,2,4,Female,2,Research Scientist,1,Single,6545,3,Yes,3,1,Y,80,347,0,No
29,Travel_Rarely,Sales,20,2,4,Male,2,Sales Executive,4,Divorced,6931,2,No,3,1,Y,80,349,1,No
25,Travel_Rarely,Research & Development,1,3,1,Female,2,Manufacturing Director,3,Married,4898,0,No,4,1,Y,80,350,2,No
42,Travel_Rarely,Research & Development,2,3,4,Female,1,Laboratory Technician,1,Divorced,2593,0,Yes,9,1,Y,80,351,1,No
40,Travel_Rarely,Research & Development,2,2,1,Male,5,Research Director,3,Divorced,19436,0,No,21,1,Y,80,352,1,No
51,Travel_Rarely,Research & Development,1,3,3,Male,1,Research Scientist,4,Married,2723,1,No,1,1,Y,80,353,0,No
31,Travel_Frequently,Research & Development,29,2,3,Male,1,Laboratory Technician,2,Single,3479,0,No,5,1,Y,80,355,0,Yes
32,Travel_Frequently,Research & Development,7,3,2,Male,1,Laboratory Technician,2,Married,2794,1,No,5,1,Y,80,359,0,No
38,Non-Travel,Sales,2,2,4,Male,2,Sales Executive,4,Married,5249,3,No,8,1,Y,80,361,1,No
32,Travel_Rarely,Research & Development,2,1,4,Male,2,Laboratory Technician,1,Single,2176,4,No,6,1,Y,80,362,0,No
46,Travel_Rarely,Sales,2,3,3,Female,4,Manager,2,Married,16872,3,Yes,7,1,Y,80,363,1,No
28,Travel_Rarely,Research & Development,2,4,1,Male,1,Laboratory Technician,3,Single,3485,2,No,0,1,Y,80,364,0,Yes
29,Travel_Rarely,Sales,2,3,1,Male,2,Sales Executive,2,Married,6644,2,No,0,1,Y,80,366,2,No
31,Travel_Rarely,Research & Development,23,3,2,Male,2,Healthcare Representative,4,Married,5582,0,No,9,1,Y,80,367,1,No
25,Non-Travel,Research & Development,5,2,2,Male,2,Healthcare Representative,1,Divorced,4000,1,No,6,1,Y,80,369,2,No
45,Travel_Rarely,Research & Development,20,2,3,Male,4,Healthcare Representative,4,Married,13496,0,Yes,20,1,Y,80,372,0,No
36,Travel_Rarely,Research & Development,6,3,4,Male,1,Laboratory Technician,4,Married,3210,0,No,15,1,Y,80,373,1,No
55,Travel_Rarely,Research & Development,1,3,4,Male,5,Manager,1,Single,19045,0,Yes,36,1,Y,80,374,0,No
47,Non-Travel,Research & Development,29,4,1,Male,3,Manager,2,Married,11849,1,Yes,10,1,Y,80,376,1,Yes
28,Travel_Rarely,Research & Development,9,3,4,Male,1,Research Scientist,4,Married,2070,1,No,5,1,Y,80,377,1,No
37,Travel_Rarely,Sales,6,4,3,Male,2,Sales Executive,4,Married,6502,4,No,5,1,Y,80,378,1,No
21,Travel_Rarely,Research & Development,3,2,4,Male,1,Research Scientist,3,Single,3230,1,No,3,1,Y,80,379,0,No
37,Non-Travel,Research & Development,1,4,1,Female,3,Research Director,4,Divorced,13603,2,Yes,5,1,Y,80,380,2,No
35,Travel_Rarely,Research & Development,22,3,2,Female,3,Manager,2,Divorced,11996,7,No,7,1,Y,80,381,1,No
38,Travel_Rarely,Sales,7,2,1,Female,2,Sales Executive,1,Divorced,5605,1,Yes,8,1,Y,80,382,1,No
26,Travel_Frequently,Research & Development,1,3,3,Female,2,Manufacturing Director,2,Divorced,6397,1,No,6,1,Y,80,384,1,No
50,Travel_Rarely,Research & Development,4,1,1,Male,5,Research Director,2,Divorced,19144,3,No,10,1,Y,80,385,2,No
53,Travel_Rarely,Research & Development,3,4,3,Male,4,Research Director,3,Married,17584,3,Yes,5,1,Y,80,386,3,No
42,Travel_Rarely,Sales,1,1,2,Male,2,Sales Executive,3,Married,4907,1,No,20,1,Y,80,387,0,No
29,Travel_Frequently,Sales,2,2,2,Male,2,Sales Executive,4,Single,4554,1,No,10,1,Y,80,388,0,No
55,Travel_Rarely,Research & Development,20,2,2,Male,2,Laboratory Technician,4,Married,5415,3,Yes,10,1,Y,80,389,1,No
26,Travel_Frequently,Research & Development,11,2,1,Male,2,Healthcare Representative,1,Married,4741,1,Yes,5,1,Y,80,390,1,No
37,Travel_Rarely,Research & Development,1,3,4,Female,1,Research Scientist,4,Single,2115,1,No,17,1,Y,80,391,0,No
44,Travel_Frequently,Research & Development,24,3,4,Male,1,Laboratory Technician,3,Divorced,3161,3,Yes,1,1,Y,80,392,1,Yes
38,Travel_Rarely,Research & Development,23,4,4,Male,2,Healthcare Representative,4,Divorced,5745,9,No,2,1,Y,80,393,1,No
26,Travel_Rarely,Research & Development,16,4,1,Male,1,Laboratory Technician,2,Divorced,2373,2,Yes,3,1,Y,80,394,1,Yes
28,Travel_Rarely,Research & Development,8,2,4,Female,1,Research Scientist,4,Single,3310,1,No,5,1,Y,80,395,0,No
49,Travel_Frequently,Research & Development,10,4,3,Female,5,Research Director,1,Single,18665,9,Yes,3,1,Y,80,396,0,No
36,Travel_Rarely,Research & Development,3,3,3,Male,2,Research Scientist,2,Single,4485,4,No,8,1,Y,80,397,0,No
31,Travel_Frequently,Sales,5,3,4,Female,1,Sales Representative,2,Divorced,2789,1,No,2,1,Y,80,399,1,No
26,Travel_Rarely,Sales,4,4,4,Male,2,Sales Executive,4,Single,5828,1,Yes,8,1,Y,80,401,0,Yes
37,Travel_Frequently,Research & Development,9,3,2,Male,1,Research Scientist,4,Married,2326,1,Yes,4,1,Y,80,403,3,No
42,Travel_Frequently,Sales,26,3,3,Female,4,Sales Executive,2,Married,13525,5,No,20,1,Y,80,404,1,No
18,Travel_Rarely,Research & Development,3,3,3,Male,1,Laboratory Technician,3,Single,1420,1,No,0,1,Y,80,405,0,Yes
35,Travel_Rarely,Sales,16,3,3,Male,3,Sales Executive,2,Married,8020,0,No,11,1,Y,80,406,2,No
36,Travel_Frequently,Research & Development,18,4,3,Male,1,Laboratory Technician,4,Married,3688,4,No,1,1,Y,80,407,2,No
51,Travel_Rarely,Research & Development,2,3,4,Male,2,Manufacturing Director,2,Divorced,5482,5,No,4,1,Y,80,408,1,No
41,Travel_Rarely,Sales,2,4,4,Male,4,Manager,2,Single,16015,1,No,22,1,Y,80,410,0,No
18,Travel_Rarely,Sales,10,3,4,Female,1,Sales Representative,3,Single,1200,1,No,0,1,Y,80,411,0,No
28,Travel_Rarely,Research & Development,16,2,2,Male,2,Healthcare Representative,1,Single,5661,0,No,8,1,Y,80,412,0,No
31,Travel_Rarely,Sales,7,3,2,Male,2,Sales Executive,4,Married,6929,4,No,8,1,Y,80,416,1,No
39,Travel_Rarely,Research & Development,1,3,3,Male,3,Healthcare Representative,4,Divorced,9613,0,No,18,1,Y,80,417,3,No
36,Non-Travel,Research & Development,24,4,2,Female,2,Laboratory Technician,2,Married,5674,7,No,9,1,Y,80,419,1,No
32,Travel_Rarely,Sales,7,3,4,Male,2,Sales Executive,3,Married,5484,1,No,13,1,Y,80,420,1,No
38,Travel_Rarely,Research & Development,25,2,1,Female,3,Research Director,2,Married,12061,3,No,10,1,Y,80,421,1,No
58,Non-Travel,Research & Development,1,4,4,Male,2,Healthcare Representative,3,Divorced,5660,2,Yes,5,1,Y,80,422,1,No
31,Travel_Rarely,Research & Development,5,4,3,Male,1,Research Scientist,4,Married,4821,0,Yes,5,1,Y,80,423,1,No
31,Travel_Rarely,Human Resources,2,3,1,Male,2,Human Resources,1,Married,6410,3,No,2,1,Y,80,424,0,No
45,Travel_Frequently,Research & Development,7,3,1,Male,3,Laboratory Technician,1,Divorced,5210,1,No,24,1,Y,80,425,1,No
31,Travel_Rarely,Research & Development,2,4,3,Male,1,Research Scientist,4,Divorced,2695,0,Yes,2,1,Y,80,426,1,No
33,Travel_Frequently,Research & Development,5,4,4,Female,3,Manager,2,Married,11878,6,No,10,1,Y,80,428,2,No
39,Travel_Rarely,Research & Development,10,1,3,Male,4,Manager,1,Married,17068,1,Yes,21,1,Y,80,429,0,No
43,Travel_Frequently,Research & Development,10,4,3,Female,1,Laboratory Technician,4,Single,2455,0,No,8,1,Y,80,430,0,No
49,Travel_Rarely,Research & Development,1,2,3,Female,4,Healthcare Representative,3,Single,13964,7,Yes,7,1,Y,80,431,0,No
52,Travel_Rarely,Research & Development,8,4,3,Male,2,Research Scientist,2,Married,4941,2,No,8,1,Y,80,433,0,Yes
27,Travel_Rarely,Research & Development,5,3,3,Female,1,Research Scientist,2,Single,2478,1,Yes,4,1,Y,80,434,0,No
32,Travel_Rarely,Sales,8,2,3,Female,2,Sales Executive,2,Married,5228,1,Yes,13,1,Y,80,436,0,No
27,Travel_Rarely,Sales,2,3,4,Male,2,Sales Executive,3,Single,4478,1,Yes,5,1,Y,80,437,0,No
31,Travel_Rarely,Sales,7,3,4,Male,2,Sales Executive,4,Divorced,7547,4,No,7,1,Y,80,438,3,No
32,Travel_Rarely,Research & Development,2,4,1,Female,2,Research Scientist,4,Single,5055,7,No,7,1,Y,80,439,0,No
28,Travel_Rarely,Research & Development,2,4,1,Male,1,Research Scientist,4,Married,3464,5,Yes,3,1,Y,80,440,0,Yes
30,Travel_Rarely,Research & Development,28,2,4,Female,2,Research Scientist,4,Married,5775,1,No,10,1,Y,80,441,2,No
31,Travel_Frequently,Research & Development,7,2,3,Female,3,Manufacturing Director,3,Married,8943,1,No,10,1,Y,80,442,1,No
39,Travel_Frequently,Research & Development,7,2,3,Male,5,Manager,4,Married,19272,1,No,21,1,Y,80,444,1,No
39,Travel_Rarely,Sales,3,2,4,Female,2,Sales Executive,3,Married,5238,4,Yes,1,1,Y,80,445,0,Yes
33,Travel_Frequently,Sales,10,3,2,Male,2,Sales Executive,4,Single,4682,3,No,7,1,Y,80,446,0,No
47,Travel_Rarely,Research & Development,5,5,4,Male,5,Research Director,3,Married,18300,4,No,3,1,Y,80,447,1,No
43,Travel_Frequently,Research & Development,10,4,3,Female,2,Laboratory Technician,3,Divorced,5257,1,No,9,1,Y,80,448,1,No
27,Non-Travel,Sales,1,1,3,Male,2,Sales Executive,2,Married,6349,0,Yes,5,1,Y,80,449,1,No
54,Travel_Frequently,Research & Development,20,4,4,Female,2,Research Scientist,3,Single,4869,3,No,4,1,Y,80,450,0,No
43,Travel_Rarely,Research & Development,7,3,3,Female,3,Healthcare Representative,1,Married,9985,8,No,1,1,Y,80,451,1,No
45,Travel_Rarely,Research & Development,8,4,4,Male,2,Research Scientist,4,Married,3697,9,No,10,1,Y,80,452,2,No
40,Travel_Rarely,Sales,1,2,2,Male,2,Sales Executive,4,Married,7457,2,Yes,4,1,Y,80,453,3,No
29,Travel_Rarely,Research & Development,8,4,2,Male,1,Laboratory Technician,1,Married,2119,1,Yes,7,1,Y,80,454,0,Yes
29,Travel_Rarely,Research & Development,9,5,2,Male,1,Laboratory Technician,4,Single,3983,0,No,3,1,Y,80,455,0,No
30,Travel_Rarely,Sales,5,3,4,Female,2,Sales Executive,3,Divorced,6118,1,No,10,1,Y,80,456,3,No
27,Travel_Rarely,Sales,8,4,2,Female,2,Sales Executive,2,Married,6214,1,No,8,1,Y,80,458,1,No
37,Travel_Rarely,Research & Development,5,2,4,Male,2,Manufacturing Director,4,Divorced,6347,7,No,6,1,Y,80,460,2,No
38,Travel_Rarely,Research & Development,15,2,3,Male,3,Research Director,4,Divorced,11510,0,Yes,11,1,Y,80,461,1,No
31,Travel_Rarely,Research & Development,7,4,3,Female,3,Manufacturing Director,4,Single,7143,1,Yes,11,1,Y,80,462,0,No
29,Travel_Rarely,Sales,10,1,4,Female,2,Sales Executive,2,Divorced,8268,1,Yes,7,1,Y,80,463,2,No
35,Travel_Rarely,Research & Development,5,4,3,Male,3,Manufacturing Director,2,Single,8095,0,No,16,1,Y,80,464,0,No
23,Travel_Rarely,Research & Development,26,1,3,Male,1,Research Scientist,4,Divorced,2904,1,No,4,1,Y,80,465,2,No
41,Travel_Rarely,Research & Development,6,3,4,Male,2,Manufacturing Director,2,Single,6032,6,Yes,5,1,Y,80,466,0,No
47,Travel_Frequently,Sales,4,1,2,Male,2,Sales Representative,3,Single,2976,3,No,0,1,Y,80,467,0,No
42,Travel_Rarely,Research & Development,23,5,1,Female,4,Research Director,4,Single,15992,2,No,1,1,Y,80,468,0,No
29,Non-Travel,Sales,2,3,4,Male,2,Sales Executive,3,Married,4649,1,No,4,1,Y,80,469,1,No
42,Travel_Rarely,Human Resources,2,1,3,Male,1,Human Resources,3,Divorced,2696,0,Yes,3,1,Y,80,470,1,No
32,Travel_Rarely,Research & Development,2,3,3,Female,1,Laboratory Technician,2,Married,2370,1,No,8,1,Y,80,471,1,No
48,Travel_Rarely,Sales,29,1,1,Female,3,Manager,3,Married,12504,3,No,0,1,Y,80,473,1,No
37,Travel_Rarely,Research & Development,6,3,3,Male,2,Research Scientist,1,Divorced,5974,4,Yes,7,1,Y,80,474,2,No
30,Non-Travel,Sales,25,2,4,Female,2,Sales Executive,3,Married,4736,7,Yes,2,1,Y,80,475,1,No
26,Travel_Rarely,Sales,1,3,3,Male,2,Sales Executive,3,Married,5296,1,No,8,1,Y,80,476,1,No
42,Travel_Rarely,Research & Development,2,4,1,Male,2,Healthcare Representative,4,Single,6781,3,No,1,1,Y,80,477,0,No
21,Travel_Frequently,Sales,1,1,1,Female,1,Sales Representative,2,Single,2174,1,Yes,3,1,Y,80,478,0,Yes
36,Non-Travel,Sales,1,5,4,Female,2,Sales Executive,4,Single,6653,4,No,1,1,Y,80,479,0,No
36,Travel_Frequently,Sales,3,4,1,Male,3,Sales Executive,4,Married,9699,4,No,13,1,Y,80,481,1,No
57,Travel_Rarely,Research & Development,1,4,4,Male,2,Healthcare Representative,3,Married,6755,2,No,3,1,Y,80,482,0,No
40,Travel_Rarely,Research & Development,10,4,4,Female,1,Laboratory Technician,3,Married,2213,3,Yes,7,1,Y,80,483,1,No
21,Non-Travel,Sales,9,2,1,Male,1,Sales Representative,4,Single,2610,1,No,3,1,Y,80,484,0,No
33,Travel_Rarely,Sales,5,3,4,Female,1,Sales Representative,3,Single,2851,1,Yes,1,1,Y,80,485,0,Yes
37,Travel_Rarely,Research & Development,10,3,3,Female,1,Laboratory Technician,1,Married,3452,6,No,5,1,Y,80,486,1,No
46,Non-Travel,Research & Development,7,4,3,Female,2,Manufacturing Director,3,Married,5258,2,No,1,1,Y,80,487,0,No
41,Travel_Frequently,Sales,4,3,1,Male,2,Sales Executive,2,Single,9355,1,No,8,1,Y,80,488,0,Yes
50,Travel_Rarely,Research & Development,10,3,4,Male,3,Healthcare Representative,4,Single,10496,6,No,4,1,Y,80,491,0,No
40,Travel_Rarely,Sales,22,2,3,Male,2,Sales Executive,3,Married,6380,2,Yes,6,1,Y,80,492,2,Yes
31,Travel_Rarely,Research & Development,9,4,3,Male,1,Research Scientist,2,Single,2657,0,Yes,2,1,Y,80,493,0,No
21,Travel_Rarely,Sales,12,3,3,Female,1,Sales Representative,2,Single,2716,1,No,1,1,Y,80,494,0,Yes
29,Travel_Rarely,Research & Development,23,3,4,Male,1,Research Scientist,4,Single,2201,9,No,3,1,Y,80,495,0,No
35,Travel_Rarely,Research & Development,9,4,3,Male,2,Healthcare Representative,2,Single,6540,9,No,1,1,Y,80,496,0,No
27,Travel_Rarely,Research & Development,1,2,4,Male,1,Laboratory Technician,2,Divorced,3816,1,No,5,1,Y,80,497,1,No
28,Travel_Rarely,Sales,9,4,2,Male,2,Sales Executive,4,Single,5253,1,No,7,1,Y,80,498,0,No
49,Travel_Rarely,Research & Development,7,3,2,Male,3,Healthcare Representative,3,Single,10965,8,No,5,1,Y,80,499,0,No
51,Travel_Rarely,Sales,14,2,3,Female,2,Sales Executive,4,Married,4936,4,No,7,1,Y,80,500,1,No
36,Travel_Rarely,Research & Development,2,3,4,Female,1,Research Scientist,3,Married,2543,4,No,2,1,Y,80,501,1,No
34,Non-Travel,Sales,19,3,1,Male,2,Sales Executive,4,Single,5304,8,Yes,5,1,Y,80,502,0,Yes
55,Travel_Rarely,Research & Development,2,3,3,Female,4,Manager,4,Single,16659,2,Yes,5,1,Y,80,505,0,No
24,Travel_Rarely,Sales,10,4,4,Female,2,Sales Executive,3,Divorced,4260,1,Yes,5,1,Y,80,507,1,No
30,Travel_Rarely,Sales,2,1,3,Male,1,Sales Representative,2,Married,2476,1,No,1,1,Y,80,508,1,No
26,Travel_Frequently,Research & Development,3,1,3,Male,1,Research Scientist,1,Single,3102,0,No,6,1,Y,80,510,0,Yes
22,Travel_Rarely,Research & Development,11,3,1,Female,1,Research Scientist,2,Married,2244,1,No,2,1,Y,80,511,1,No
36,Travel_Rarely,Sales,2,2,2,Male,3,Sales Executive,3,Married,7596,1,No,10,1,Y,80,513,2,No
30,Travel_Frequently,Research & Development,4,3,3,Male,1,Research Scientist,4,Single,2285,9,Yes,1,1,Y,80,514,0,Yes
37,Travel_Rarely,Research & Development,14,3,4,Female,1,Laboratory Technician,1,Divorced,3034,1,No,18,1,Y,80,515,1,No
40,Travel_Rarely,Sales,2,2,4,Female,2,Sales Executive,2,Divorced,5715,7,No,5,1,Y,80,516,2,No
42,Travel_Rarely,Research & Development,1,4,2,Female,1,Laboratory Technician,1,Divorced,2576,3,No,5,1,Y,80,517,1,No
37,Travel_Rarely,Research & Development,10,4,3,Male,2,Manufacturing Director,2,Single,4197,2,Yes,1,1,Y,80,518,0,No
43,Travel_Rarely,Research & Development,12,3,1,Male,4,Research Director,2,Divorced,14336,1,No,25,1,Y,80,520,1,No
40,Travel_Rarely,Research & Development,2,3,2,Female,2,Laboratory Technician,3,Married,3448,6,No,1,1,Y,80,521,1,No
54,Travel_Rarely,Research & Development,5,2,1,Male,5,Research Director,1,Married,19406,4,No,4,1,Y,80,522,1,No
34,Non-Travel,Sales,4,4,3,Female,2,Sales Executive,3,Married,6538,9,No,3,1,Y,80,523,1,No
31,Travel_Rarely,Research & Development,7,2,2,Female,2,Manufacturing Director,1,Married,4306,1,No,13,1,Y,80,524,1,No
43,Travel_Frequently,Research & Development,21,3,4,Male,1,Laboratory Technician,4,Married,2258,7,No,3,1,Y,80,525,1,No
43,Travel_Rarely,Research & Development,8,4,3,Female,2,Healthcare Representative,3,Divorced,4522,4,Yes,5,1,Y,80,526,0,No
25,Travel_Rarely,Sales,4,2,2,Female,2,Sales Executive,4,Single,4487,1,Yes,5,1,Y,80,527,0,No
37,Non-Travel,Research & Development,25,5,2,Female,2,Research Scientist,3,Married,4449,3,Yes,13,1,Y,80,529,2,No
31,Travel_Rarely,Research & Development,1,2,4,Male,1,Laboratory Technician,1,Married,2218,1,No,4,1,Y,80,530,1,No
39,Travel_Frequently,Research & Development,1,1,2,Male,5,Manager,3,Divorced,19197,1,Yes,21,1,Y,80,531,1,No
56,Travel_Frequently,Sales,6,3,3,Female,4,Sales Executive,1,Married,13212,9,No,7,1,Y,80,532,3,No
30,Travel_Rarely,Sales,12,3,2,Female,2,Sales Executive,3,Single,6577,0,No,5,1,Y,80,533,0,No
41,Travel_Rarely,Sales,1,3,2,Male,3,Sales Executive,1,Married,8392,1,No,10,1,Y,80,534,1,No
28,Travel_Rarely,Research & Development,17,2,3,Male,2,Laboratory Technician,1,Divorced,4558,1,No,10,1,Y,80,536,1,No
25,Travel_Rarely,Research & Development,3,3,1,Male,1,Laboratory Technician,1,Married,4031,5,No,2,1,Y,80,538,1,Yes
52,Travel_Rarely,Research & Development,3,3,4,Male,3,Manufacturing Director,3,Married,7969,2,Yes,5,1,Y,80,543,0,No
45,Travel_Rarely,Research & Development,10,2,1,Male,1,Research Scientist,4,Married,2654,3,No,2,1,Y,80,544,2,No
52,Travel_Rarely,Research & Development,4,2,4,Female,4,Manager,4,Married,16555,2,No,5,1,Y,80,546,0,No
42,Travel_Frequently,Research & Development,29,2,1,Female,2,Research Scientist,3,Divorced,4556,2,No,5,1,Y,80,547,1,No
30,Travel_Rarely,Research & Development,2,3,3,Female,2,Manufacturing Director,4,Single,6091,2,No,5,1,Y,80,548,0,No
60,Travel_Rarely,Research & Development,7,3,1,Female,5,Manager,1,Married,19566,5,No,29,1,Y,80,549,0,No
46,Travel_Rarely,Research & Development,18,3,3,Female,2,Manufacturing Director,3,Divorced,4810,2,No,10,1,Y,80,550,1,No
42,Travel_Frequently,Research & Development,28,4,4,Female,2,Healthcare Representative,4,Married,4523,0,No,6,1,Y,80,551,3,No
24,Travel_Rarely,Sales,1,1,1,Female,1,Sales Representative,2,Single,3202,1,Yes,5,1,Y,80,554,0,Yes
34,Travel_Frequently,Sales,6,2,4,Female,1,Sales Representative,3,Divorced,2351,0,No,2,1,Y,80,555,1,Yes
38,Travel_Frequently,Research & Development,2,2,4,Male,1,Laboratory Technician,4,Married,1702,1,Yes,1,1,Y,80,556,1,No
40,Travel_Rarely,Sales,2,4,3,Female,5,Manager,3,Married,18041,0,No,20,1,Y,80,558,0,No
26,Travel_Rarely,Research & Development,23,3,1,Female,1,Research Scientist,4,Divorced,2886,1,No,3,1,Y,80,560,2,No
30,Non-Travel,Research & Development,3,3,3,Male,1,Laboratory Technician,4,Married,2097,4,No,5,1,Y,80,562,1,No
29,Travel_Rarely,Research & Development,3,4,2,Male,3,Research Director,3,Married,11935,1,No,10,1,Y,80,564,0,No
29,Travel_Rarely,Research & Development,25,5,3,Female,1,Research Scientist,2,Married,2546,5,No,2,1,Y,80,565,0,Yes
19,Travel_Rarely,Human Resources,2,2,1,Male,1,Human Resources,4,Single,2564,1,No,1,1,Y,80,566,0,Yes
30,Non-Travel,Sales,22,4,3,Female,3,Sales Executive,1,Married,8412,0,No,9,1,Y,80,567,0,No
57,Travel_Rarely,Sales,29,3,1,Male,4,Manager,4,Divorced,14118,3,No,1,1,Y,80,568,1,No
50,Travel_Rarely,Research & Development,29,4,2,Male,4,Manager,3,Married,17046,0,No,27,1,Y,80,569,1,No
30,Non-Travel,Research & Development,2,3,3,Female,1,Laboratory Technician,4,Single,2564,0,No,11,1,Y,80,571,0,No
60,Travel_Frequently,Sales,28,3,3,Female,3,Sales Executive,1,Married,10266,4,No,18,1,Y,80,573,0,No
47,Travel_Rarely,Research & Development,2,2,1,Female,2,Manufacturing Director,4,Divorced,5070,5,No,5,1,Y,80,574,3,No
46,Travel_Rarely,Research & Development,2,3,1,Male,4,Research Director,3,Married,17861,6,No,3,1,Y,80,575,0,No
35,Travel_Rarely,Research & Development,22,3,4,Male,1,Laboratory Technician,3,Single,4230,0,No,5,1,Y,80,577,0,No
54,Travel_Rarely,Research & Development,8,4,3,Female,2,Laboratory Technician,3,Single,3780,7,No,1,1,Y,80,578,0,No
34,Travel_Rarely,Research & Development,2,4,4,Male,1,Research Scientist,3,Divorced,2768,3,No,7,1,Y,80,579,1,No
46,Travel_Rarely,Sales,10,3,3,Female,3,Sales Executive,4,Married,9071,2,Yes,3,1,Y,80,580,1,No
31,Travel_Rarely,Research & Development,9,1,3,Male,3,Manufacturing Director,2,Divorced,10648,1,No,13,1,Y,80,581,1,No
33,Travel_Rarely,Research & Development,15,1,2,Male,3,Manager,3,Married,13610,7,Yes,7,1,Y,80,582,0,Yes
33,Travel_Rarely,Research & Development,10,1,1,Male,1,Laboratory Technician,4,Divorced,3408,7,No,4,1,Y,80,584,3,Yes
